X1,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openness,conscientiousness,extraversion,agreeableness,emotional_range
"Teach others, learn about it, talk about it. ",0.07,0.01,0.01,0.51,0.06,0,0,0,0.52,0.31,0.54,0.63,0.31
Dopamine is associated with romantic love. ,0.01,0,0.01,0.51,0.03,0,0,0,0.92,0.33,0.87,0.77,0.16
"I thought that only idiots were happy, to be honest. ",0.29,0.01,0.01,0.51,0.02,0,0,0,0.28,0.25,0.16,0.95,0.38
"We have nothing to lose and everything to gain.Ciao, bellos!(Applause)",0.02,0.01,0.05,0.51,0.01,0,0,0,0.05,0.58,0.52,0.83,0.35
Matter flows from place to place and momentarily comes together to be you. ,0.01,0.01,0.01,0.51,0.01,0.04,0,0,0.36,0.6,0.94,0.89,0.42
So it's a slight misquote.(Laughter)The articles were edited quite heavily. ,0.01,0,0.13,0.51,0.01,0,0,0,0.94,0.02,0.14,0.66,0
(Laughter)And it has an internal handrail which gives it its strength. ,0,0,0.04,0.51,0.01,0,0,0,0.84,0.25,0.13,0.59,0.06
"I think before I did the ""Vagina Monologues,"" I didn't really believe in happiness. ",0,0,0,0.51,0.01,0,0,0,0.07,0,0,0.26,0.01
"Yes, I do.(Laughter)(Applause)The Bill Gates song!(Piano music)I've been a geek forever and I wrote the very first DOS. ",0,0,0,0.51,0,0,0,0,0.31,0.01,0.15,0.58,0.27
"So, that's sort of to put it in perspective here.So, create. ",0.03,0.01,0.02,0.5,0.23,0,0,0,0.72,0.03,0.26,0.8,0.01
The richest 20 percent of Ugandans are there. ,0.01,0,0.05,0.5,0.2,0,0,0,0.65,0.29,0.61,0.51,0.61
This was one of the most brilliant breakthroughs in all of food science. ,0,0,0.03,0.5,0.04,0,0,0,0.88,0.39,0.55,0.57,0.14
Help me make sustainability sexy. ,0.01,0.04,0,0.5,0.03,0,0,0,0.5,0.35,0.7,0.66,0.16
"And what that's going to produce is less satisfaction with results, even when they're good results. ",0.01,0,0.01,0.5,0.03,0,0,0,0.3,0.11,0.54,0.33,0.01
A little present for you. ,0.02,0.01,0.05,0.5,0.01,0,0,0,0.32,0.41,0.66,0.75,0.57
"In 29 years, I'm very grateful to tell you I've never lost one. ",0.01,0,0,0.5,0.01,0,0,0,0,0.01,0.04,0.95,0
"And so we were very happy, thus far. ",0,0,0.01,0.5,0.01,0,0,0,0.23,0.37,0.44,0.81,0.14
17 who were madly in love and their love was accepted; and 15 who were madly in love and they had just been dumped. ,0,0,0,0.5,0,0,0,0,0.79,0.43,0.87,0.83,0.08
"So for inspiration, I listened to Liszt and Tchaikovsky and all the great Romantic composers.Next, I make the structure of the entire piece with my teachers. ",0,0,0,0.5,0,0,0,0,0.82,0.89,0.84,0.29,0.43
My grandmother survived and married my grandfather. ,0.01,0.02,0.01,0.49,0.2,0,0,0,0.1,0.26,0.54,0.61,0.23
I'm here because I believe emotion is the force of life. ,0.11,0.01,0.06,0.49,0.17,0,0,0,0.8,0.01,0,0.11,0
You like the surprises you want. ,0.01,0.14,0.05,0.49,0.04,0,0,0,0.63,0.73,0.71,0.77,0.59
I have a church full of CEOs and scientists. ,0.01,0.02,0.07,0.49,0.04,0,0,0,0.82,0.57,0.38,0.4,0.49
"So, we begin by building the cores. ",0.03,0.01,0.05,0.49,0.02,0,0,0,0.61,0.51,0.51,0.63,0.66
He brought health to China. ,0.01,0.01,0.03,0.49,0.02,0,0,0,0.23,0.36,0.52,0.7,0.51
"It's amazing when you meet a head of state, and you say, ""What is your most precious natural resource?",0,0,0.01,0.49,0.01,0,0,0,0.84,0.96,0.99,0.98,0.82
"These interrelated forms, they do inspire everything I do, although I might end up making something incredibly simple. ",0,0,0.01,0.49,0.01,0,0,0,0.63,0.32,0.13,0.87,0.03
This was the best way out. ,0.03,0,0.05,0.49,0,0,0,0,0.47,0.67,0.85,0.53,0.91
(Laughter)It's pretty scary.(Laughter)But I think it's very important to have all this information. ,0,0,0.18,0.49,0,0,0,0,0.5,0.1,0.04,0.96,0
Because there's a soul in this whole thing. ,0.08,0,0.07,0.48,0.27,0.72,0,0,0.63,0.01,0.11,0.15,0.01
The rich country. ,0.07,0.03,0.03,0.48,0.11,0,0,0,0.28,0.27,0.56,0.59,0.52
"But the moment you fall in love, you become extremely sexually possessive of them. ",0.02,0,0.05,0.48,0.07,0,0,0,0.73,0.21,0.57,0.75,0.01
" They come in bearing gifts, gold, frankincense and myrrh. ",0.02,0,0.01,0.48,0.07,0,0,0,0.88,0.28,0.74,0.68,0.25
 I find this very interesting. ,0.02,0,0.03,0.48,0.05,0,0,0,0.75,0.27,0.43,0.81,0.04
"From now on, every day, give your all, love your all. ",0.01,0,0.02,0.48,0.05,0,0,0,0.25,0.87,0.93,0.85,0.87
"His focus was ""This is charity. ",0,0.07,0,0.48,0.05,0,0,0,0.4,0.23,0.47,0.59,0.19
I make organic things which are essential. ,0.02,0.01,0.15,0.48,0.03,0,0,0,0.71,0.4,0.56,0.52,0.38
They're both perfectly good ways of thinking. ,0.01,0.01,0.02,0.48,0.03,0,0,0,0.85,0.23,0.6,0.77,0.12
"It sounds like an infection, at best. ",0.01,0.01,0.07,0.48,0.02,0,0,0,0.69,0.24,0.45,0.61,0.42
"""(Laughter)Here's another pet one of mine: you have a printer. ",0.02,0,0,0.48,0.01,0,0,0,0.43,0.43,0.03,0.75,0.17
(Laughter)I wound up on every television show. ,0.01,0,0.03,0.48,0.01,0,0,0,0.19,0.1,0.35,0.63,0.01
"So I presented those results at the International Science Fair, which was just one of the most amazing experiences of my life. ",0,0,0.02,0.48,0.01,0,0,0,0.79,0.39,0.38,0.79,0.2
"Aravind, which started as a Seva project, is now the world's largest and best eye hospital. ",0,0,0.05,0.48,0.01,0,0,0,0.72,0.5,0.23,0.05,0.27
(Laughter) But you don't get to do that usually. ,0.01,0,0.02,0.48,0,0,0,0,0.08,0.44,0.19,0.8,0.19
"And finally: never ever join the Beatles.(Laughter) Yeah, right. ",0,0,0.01,0.48,0,0,0,0,0.43,0.75,0.11,0.89,0.4
" The best of all is that if I don't want to practice, (Whispering) I can hide it.(Laughter)The violin is very beautiful. ",0,0,0,0.48,0,0,0,0,0.82,0.21,0,0.56,0.1
I really appreciated that. ,0.03,0.01,0.01,0.47,0.11,0,0,0,0.41,0.28,0.37,0.7,0.17
That is the growth of knowledge. ,0.01,0,0.02,0.47,0.06,0,0,0,0.88,0.3,0.62,0.55,0.59
The Wikibooks project is an effort to do that. ,0.06,0.01,0.04,0.47,0.03,0,0,0,0.26,0.31,0.22,0.17,0.47
"][""RIDE THE PONY""][MAKE LOVE TO THE CROWD][SMACKING THAT ASS][STIR THE POT OF LOVE][HANGING OUT ... ",0.03,0,0,0.47,0,0.02,0,0,0.97,0.41,1,0.95,0.81
"Lotte Reiniger, an amazing shadow puppeteer in the 20s, that started doing more elaborate things. ",0,0,0.03,0.47,0,0,0,0,0.47,0.02,0.25,0.09,0.11
She gave up her life; she moved to Juarez. ,0.04,0.01,0.04,0.46,0.14,0,0,0,0.62,0.25,0.56,0.77,0.3
These things make me different from you. ,0.04,0.01,0.07,0.46,0.08,0,0,0,0.69,0.56,0.79,0.82,0.16
We've seen many wonderful maps of the world in the last day or so. ,0,0,0.02,0.46,0.08,0,0,0,0.25,0.4,0.17,0.16,0.37
" Well, there's nobody there. ",0.01,0.01,0.05,0.46,0.06,0,0,0,0.26,0.28,0.45,0.61,0.27
Or your net worth. ,0.05,0.04,0.02,0.46,0.05,0,0,0.97,0.34,0.28,0.61,0.6,0.73
 No! Howard doesn't believe that there is such a thing. ,0.04,0,0.02,0.46,0.05,0,0,0,0.21,0.01,0.26,0.23,0.09
"It's like beach-combing, you know?",0.04,0.05,0.03,0.46,0.04,0,0,0,0.26,0.9,0.93,0.85,0.8
"You'll figure a way, smoke, drink, do whatever, meet the first four. ",0.02,0.01,0.03,0.46,0.04,0,0,0,0.24,0.39,0.4,0.41,0.84
This is what exists in nature. ,0.04,0.02,0.02,0.46,0.03,0,0,0,0.83,0.3,0.52,0.53,0.2
"Heifetz, your violin sounded so great tonight!"" And Mr. ",0.01,0,0.04,0.46,0.02,0,0,0,0.26,0.14,0.94,0.84,0.28
"DP: Thank you very much.CA: Hear, hear!(Applause)",0.01,0,0.02,0.46,0.01,0,0,0,0.1,0.27,0.72,0.86,0.18
It's great to have companies in Italy who support this way of dreaming. ,0,0,0.01,0.46,0.01,0,0,0,0.16,0.57,0.62,0.83,0.33
"It's just not true.So, the good life is not about looking good, feeling good or having the goods, it's about being good and doing good. ",0,0,0.01,0.46,0.01,0,0,0,0.68,0.17,0.55,0.55,0.2
"They were looking for the perfect Pepsi, and they should have been looking for the perfect Pepsis. ",0,0,0,0.46,0.01,0,0,0,0.74,0.64,0.81,0.28,0.58
"And if that weren't amazing enough, the faithfulness with which the one structure resembles the other is increasing with time. ",0,0,0.01,0.46,0.01,0,0,0,0.98,0.54,0.85,0.18,0.75
"But to see something like the $100 computer is amazing, because blogging software is simple. ",0,0,0.02,0.46,0.01,0,0,0,0.47,0.42,0.6,0.14,0.63
That's the best way to do it. ,0.02,0,0.05,0.46,0,0,0,0,0.05,0.68,0.56,0.55,0.97
"It's just that these days, they're Gucci leather.(Laughter)(Applause)Thank you.So Steve Jobs had always believed in simplicity and elegance and beauty. ",0,0,0,0.46,0,0,0,0,0.87,0.6,0.93,1,0.36
 It was great for their genetic fitness.And here I want to remind you of a wonderful point that Paul MacCready made at TED three years ago. ,0,0,0,0.46,0,0,0,0,0.59,0.99,0.79,1,0.78
"And it comes out in January, and I hope you all buy it in triplicate.(Laughter)But I was thinking about this, and I realized that although my new book makes me happy, and I think would make my mother happy, it's not really about happiness. ",0,0,0,0.46,0,0,0,0,0.57,0.59,0.22,1,0.02
"The difference between coffee at 60 and coffee at 78 is a difference between coffee that makes you wince, and coffee that makes you deliriously happy.That is the final, and I think most beautiful lesson, of Howard Moskowitz: that in embracing the diversity of human beings, we will find a surer way to true happiness.Thank you.(Applause)",0,0,0,0.46,0,0,0,0,0.9,0.69,0.92,0.96,0.48
"Howard loves the Yiddish expression ""To a worm in horseradish, the world is horseradish."" This was his horseradish.(Laughter)He was obsessed with it!And finally, he had a breakthrough. ",0,0,0,0.46,0,0,0,0,0.78,0.16,0.31,0.44,0.23
'(Laughter)'Atoms!' All I have to do is merge the spaces. ,0,0,0.01,0.46,0,0,0,0,0.36,0.38,0.34,0.22,0.18
Like a tiny little bit. ,0.12,0.03,0.07,0.45,0.14,0,0,0.75,0.35,0.25,0.51,0.59,0.11
It worked really well. ,0.02,0.01,0.07,0.45,0.1,0,0,0,0.09,0.3,0.34,0.66,0.35
"And that made me decide, if strangers care about me and my family, I care about them. ",0.04,0.01,0.01,0.45,0.09,0,0,0,0.74,0.86,0.95,0.96,0.02
This is all created digitally. ,0.01,0.01,0.02,0.45,0.07,0,0,0,0.96,0.56,0.6,0.35,0.37
"It makes the product strong, the tessellation. ",0,0,0.02,0.45,0.07,0,0,0,0.67,0.32,0.44,0.17,0.65
We also have designers from around the world that participate. ,0.02,0,0.04,0.45,0.06,0,0,0,0.88,0.63,0.25,0.52,0.59
Marsha Lopez was a woman I met in Guatemala. ,0.03,0.05,0.02,0.45,0.04,0,0,0,0.23,0.17,0.76,0.65,0.2
 I've got to do one about Steve Jobs.(Music)It won't be easy. ,0,0,0.03,0.45,0.04,0,0,0,0,0.01,0.02,0.17,0.11
"Not just text, but music, images, video. ",0.01,0.16,0.03,0.45,0.03,0,0,0,0.34,0.22,0.44,0.51,0.07
What I mean by that is that anyone in the world is free and allowed to create new music and musical ideas. ,0,0,0.02,0.45,0.03,0,0,0,0.96,0.78,0.75,0.07,0.73
"So, I've always been a technology nut, and I absolutely love it. ",0.02,0.03,0,0.45,0.02,0,0,0,0.18,0.43,0.7,0.96,0.01
"So, I started to write a blog and I started to create things like these little stories. ",0.01,0,0.09,0.45,0.02,0,0,0,0.7,0.19,0.2,0.75,0.03
The only place that didn't laugh was Moscow. ,0.01,0.01,0.02,0.45,0.02,0,0,0,0.23,0.1,0.33,0.68,0.68
" It's China there, moving against better health there, improving there. ",0.01,0,0.02,0.45,0.02,0,0,0,0.52,0.31,0.5,0.59,0.48
It doesn't pass any standards.(Laughter)Who cares?,0.01,0,0,0.45,0.02,0,0,0,0.21,0.12,0.3,0.41,0.07
"I want to conclude with a worry, and with a wonderful story. ",0,0,0.23,0.45,0.02,0,0,0,0.86,0.76,0.83,0.99,0.38
"(Laughter)You have to scroll, like, seven screensful to get to it. ",0.01,0,0.01,0.45,0.01,0,0,0,0.06,0.55,0.24,0.74,0.27
"And the theme, in two years, is going to be ""Cute Pictures Of Puppies.""(Video) (Music)[How to Dance Properly BASIC TWIRL][NEW SCHOOL][OLD SCHOOL][WHO'S YOUR DADDY?",0,0,0,0.45,0.01,0,0,0,0.01,0.01,0.23,0.08,0.03
"She's at the TED Prize."" (Laughter) But I really do think it makes sense. ",0.01,0,0.02,0.45,0,0,0,0,0.48,0,0,0.94,0
" Don't do music, you're not going to be a musician; don't do art, you won't be an artist. ",0.01,0,0,0.45,0,0,0,0,0.13,0.04,0.28,0.34,0.12
"But besides, my brother found this very funny: Yuk! Yuk! Yuk!(Laughter)A few years later, I heard a joke about the greatest violinist, Jascha Heifetz. ",0,0,0,0.45,0,0,0,0,0.69,0.21,0.11,0.99,0.15
"""Love consists of overestimating the differences between one woman and another."" And indeed, that's what we do.(Laughter)And then you just focus on this person. ",0,0,0.01,0.45,0,0,0,0,0.91,0.71,0.7,0.97,0.07
"Julie, there is no Santa Claus.""(Laughter)Now, this was actually not that upsetting to me. ",0,0,0.01,0.45,0,0,0,0,0.39,0.03,0.36,0.78,0.01
"And we actually have a project that I'm personally really excited about, which is the Wikibooks project, which is an effort to create textbooks in all the languages. ",0,0,0.01,0.45,0,0,0,0,0.88,0.13,0.04,0.12,0.06
They die for love. ,0,0,0.01,0.44,0.57,0,0,0,0.54,0.36,0.61,0.66,0.42
Four billion live in growing but fragile economies. ,0.02,0,0.16,0.44,0.24,0,0,0,0.25,0.21,0.51,0.52,0.08
It can be focused on nobody. ,0,0.01,0.04,0.44,0.09,0,0,0,0.3,0.42,0.39,0.5,0.38
So let me remind you. ,0.01,0.04,0.03,0.44,0.08,0,0,0,0.22,0.49,0.68,0.74,0.23
 You might be surprised. ,0.01,0.11,0.01,0.44,0.07,0,0,0,0.56,0.32,0.52,0.74,0.36
"We are evolved to second-guess the behavior of others by becoming brilliant, intuitive psychologists. ",0.01,0,0.04,0.44,0.07,0,0,0,0.77,0.52,0.38,0.56,0.34
"In other words, it's a helping tool. ",0.01,0.02,0.03,0.44,0.07,0,0,0,0.82,0.16,0.46,0.46,0.46
"I believe this passionately, that we don't grow into creativity, we grow out of it. ",0.01,0,0.01,0.44,0.04,0,0,0,0.62,0.32,0.05,0.42,0.02
"And in pretty much every system too, there's a hierarchy within the arts. ",0.01,0,0.05,0.44,0.04,0,0,0,0.62,0,0.66,0.22,0.06
"And best of all, your motivation is: simplicity sells.CA: Bravo. ",0,0,0.01,0.44,0.04,0,0,0,0.59,0.59,0.86,0.43,0.46
"I mean, the rare times when I'm there, I do enjoy it. ",0.01,0,0,0.44,0.03,0,0,0,0.54,0.28,0.01,0.88,0.26
"He says, ""Nice talk."" And I said, ""Thank you. ",0.01,0,0.01,0.44,0.02,0,0,0,0.59,0.64,0.64,0.96,0.82
"And for the future, it won't serve us. ",0.01,0.01,0.02,0.44,0.02,0,0,0,0.3,0.89,0.41,0.56,0.92
"One is: there's the science of achievement, which almost everyone here has mastered amazingly. ",0.01,0,0.04,0.44,0.02,0,0,0,0.97,0.39,0.11,0.23,0.26
"As we're building the cores, we build the contemporary art museum at grade. ",0.03,0.01,0.02,0.44,0.01,0,0,0,0.81,0.41,0.67,0.57,0.81
"I'm just so used to that story.(Laughter)So, I couldn't let myself feel condescending towards these boys. ",0.01,0,0,0.44,0.01,0,0,0,0.21,0,0.08,0.94,0
"I feel very loved."" And they looked at each other and smiled, like that was the right answer. ",0,0,0.01,0.44,0.01,0,0,0,0.84,0.48,0.41,0.99,0.21
"But Bogota's example has the power to change that.You, however, are blessed with the gift of influence. ",0,0,0,0.44,0.01,0,0,0,0.94,0.98,0.94,0.92,0.91
I'll only just use a couple and then move on to sex and love. ,0,0.01,0.01,0.44,0.01,0,0,0,0.28,0.55,0.88,0.66,0.63
"Pangea Cinema: The day the world comes together.JN: It's more tangible than world peace, and it's certainly more immediate. ",0,0,0,0.44,0.01,0,0,0,0.58,0.37,0.02,0.46,0.14
There is no replay.](Laughter)So that didn't go over so well.(Laughter)I don't really understand why you're laughing.(Laughter)Should have done this before I tried to pitch it. ,0,0,0.01,0.44,0,0,0,0,0.01,0.01,0,0.91,0
"It turns out that freedom, the ability to make up your mind and change your mind, is the friend of natural happiness, because it allows you to choose among all those delicious futures and find the one that you would most enjoy. ",0,0,0,0.44,0,0,0,0,0.87,1,0.82,0.88,0.92
"I did it so I got the confidence interval, which is pretty narrow, and I got happy, of course: a 1.8 right answer out of five possible. ",0,0,0,0.44,0,0,0,0,0.71,0.9,0.11,0.55,0.54
"(Laughter) It's just elementary probability theory.(Laughter)The number of molecules per glassful is hugely greater than the number of glassfuls, or bladdersful, in the world. ",0,0,0.01,0.44,0,0,0,0,0.79,0.09,0.14,0.26,0.28
"I set focus on ""There's food."" What a concept!(Laughter)But this is what changed my life, shaped me as a human being. ",0,0,0.01,0.44,0,0,0,0,0.67,0.02,0.21,0.24,0
"Now, our environment is inundated with evidence. ",0,0.03,0.18,0.43,0.23,0,0,0,0.96,0.62,0.65,0.66,0.35
So that there would be a very slow way of developing confidence in health care. ,0.01,0,0.03,0.43,0.06,0,0,0,0.83,0.24,0.76,0.94,0.07
And that's the rollout.Are we dreaming?,0.02,0,0.07,0.43,0.05,0,0,0,0.75,0.53,0.44,0.45,0.19
"They've got incredible people skills, negotiating skills. ",0.03,0.01,0.01,0.43,0.04,0,0,0,0.19,0.26,0.58,0.56,0.19
 It was a brilliant way of getting the brain high. ,0.03,0.01,0.05,0.43,0.04,0,0,0,0.81,0.17,0.27,0.32,0.4
"Well, this is what I found. ",0.01,0.01,0.07,0.43,0.04,0,0,0,0.72,0.61,0.23,0.89,0.4
It is easier than you think. ,0.02,0.01,0.13,0.43,0.03,0,0,0,0.54,0.26,0.21,0.44,0.46
"I'll say just a couple of things, and then go on to sex and love. ",0,0.01,0.03,0.43,0.03,0,0,0,0.52,0.72,0.83,0.98,0.37
"So if you imagine this day when all around the world, you have theaters and places where we project films. ",0,0,0.03,0.43,0.03,0,0,0,0.16,0.96,0.46,0.71,0.32
(Laughter)So we can see a lot happening in data in the coming years. ,0,0,0.02,0.43,0.02,0,0,0,0.13,0.08,0.21,0.83,0.03
Their wine glass at dinner is different from every other wine glass at the dinner party. ,0,0.01,0.02,0.43,0.02,0,0,0,0.53,0.39,0.75,0.44,0.71
 Maybe their greater ability to cooperate and adapt?,0.01,0.01,0.04,0.43,0.01,0,0,0,0.26,0.28,0.39,0.48,0.3
"Like everybody else, they said, ""Gee, thanks Doc! That's great! I could use a new print. ",0,0,0.01,0.43,0.01,0,0,0.21,0.91,0.96,0.87,1,0.98
And our job is to help them make something of it.Thank you very much.(Applause),0,0,0.01,0.43,0.01,0,0,0,0.63,0.96,0.83,1,0.66
"Good.(Laughter)But, besides being a black woman, I am different from most of you in some other ways. ",0,0,0.01,0.43,0.01,0,0,0,0.98,0.08,0.8,0.99,0.12
"I wasn't happy with my job, because I was a designer, but I wasn't being really stimulated. ",0,0,0.01,0.43,0.01,0,0,0,0.34,0,0.24,0.82,0.07
"He'd known her for a month.(Laughter)Mind you, they'd had their fourth anniversary, because it's a long time when you're 16. ",0,0,0,0.43,0.01,0,0,0,0.13,0.07,0.37,0.76,0.47
"And when we showed the film in both the United States and the Arab world, we had such incredible reactions. ",0,0.01,0,0.43,0.01,0,0,0,0.43,0.65,0.64,0.72,0.35
"But one of the things I do to remind myself of greater possibilities, is to learn from visionaries in other cities. ",0,0,0.02,0.43,0.01,0,0,0,0.54,0.27,0.02,0.39,0.21
"(Audience cheers)(Applause)Well, I'm not really sure why I'm here.(Laughter)I mean, what does this have to do with technology, entertainment and design?",0,0,0.01,0.43,0,0,0,0,0.45,0.22,0.93,1,0.08
"So we need to create this future, and we need to start doing it now.Thank you.(Applause)Chris Anderson: Thank you, incredible. ",0,0,0,0.43,0,0,0,0,0.19,0.98,0.91,1,0.73
" Oh, tech joy.(Laughter)Tech joy, to me, means something, because I get a lot of joy out of tech. ",0,0,0,0.43,0,0,0,0,0.56,0.15,0.41,1,0.05
"(Laughter)Good choice.(Laughter)So you can wait for the Second Coming,which is a random number between one and 500 million.(Laughter)So really, what are we talking about here?",0,0,0.01,0.43,0,0,0,0,0.55,0.21,0.46,0.99,0.02
"I only prepared 15.(Laughter)So if it's cool, I'd like to just wait for three.(Laughter)(Laughter ends)I'm really sorry.(Laughter)(Applause)What's your name?",0,0,0,0.43,0,0,0,0,0.21,0,0.12,0.95,0
"Well, first of all, we're all incredibly good-looking.(Laughter)Graduated high school, college, post-graduate degrees, traveled to interesting places, didn't have kids in your early teens, financially stable, never been imprisoned. ",0,0,0.01,0.43,0,0,0,0,0.04,0.27,0.5,0.78,0.19
" Natural happiness is what we get when we get what we wanted, and synthetic happiness is what we make when we don't get what we wanted. ",0,0,0,0.43,0,0,0,0,0.27,0.9,0.34,0.64,0.46
" Happiness! ""The one I got is really better than I thought! That other one I didn't get sucks!"" That's the synthesis of happiness.(Laughter)Now, what's the right response to that?",0,0,0,0.43,0,0,0,0,0.48,0,0,0.46,0.13
"There are lots of people out there who don't have purpose in their life, and bringing purpose to their life is a wonderful goal. ",0,0,0.01,0.43,0,0,0,0,0.68,0.2,0.56,0.37,0.12
"Like the Bermuda Triangle, nobody ever reports back from there.(Laughter)In the first place, it's not so easy to even find your vagina. ",0,0,0,0.43,0,0,0,0.11,0.67,0.12,0.49,0.29,0.49
It's up there with opposable thumbs and standing upright and language as one of the things that got our species out of the trees and into the shopping mall.(Laughter)All of you have done this. ,0,0,0.02,0.42,0,0,0.36,0,0.9,0.92,0.81,0.25,0.56
 It actually is real. ,0.12,0.07,0.12,0.42,0.13,0,0,0,0.39,0.22,0.24,0.44,0.1
I'm listening to the sounds of silence. ,0.03,0.08,0.25,0.42,0.13,0,0,0,0.63,0.09,0.29,0.53,0.05
Invest sustainably. ,0.07,0.02,0.06,0.42,0.11,0,0,0,0.09,0.27,0.52,0.59,0.2
"The second of these three brain systems is romantic love: that elation, obsession of early love. ",0.01,0,0.01,0.42,0.08,0,0,0,0.95,0.72,0.77,0.36,0.09
He's absolutely right. ,0.08,0.18,0.03,0.42,0.06,0,0,0,0.22,0.26,0.57,0.62,0.09
"That's the way we were wired, I believe, by God. ",0.04,0.01,0.03,0.42,0.05,0,0,0,0.6,0.49,0.18,0.89,0.64
Timing is important. ,0.04,0.02,0.06,0.42,0.05,0,0,0,0.36,0.27,0.54,0.59,0.19
"I made a fortune over at Pixar.(Laughter)Don't cry for me, Cupertino. ",0.01,0.01,0.01,0.42,0.05,0,0,0,0.23,0.02,0.19,0.78,0
"But, Julie, you were so ready to start school, honey. ",0.01,0,0.05,0.42,0.03,0,0,0,0.02,0.87,0.9,0.92,0.54
I don't see that; I see the face of the world. ,0.01,0.02,0.03,0.42,0.03,0,0,0,0.41,0.27,0.04,0.43,0.25
They're made from silica. ,0.14,0.05,0.05,0.42,0.02,0,0,0,0.59,0.14,0.3,0.57,0.03
"""(Laughter)And the third thing about intelligence is, it's distinct. ",0.01,0,0.03,0.42,0.02,0,0,0,0.98,0.18,0.67,0.42,0.06
My family was on a road trip and we were in the Grand Canyon. ,0.02,0,0.03,0.42,0.01,0,0,0,0.36,0.35,0.74,0.41,0.89
"And actually, like Nick, I brought samples.(Laughter)So we can pass these around. ",0.01,0.01,0.01,0.42,0.01,0,0,0,0.73,0.63,0.31,0.95,0.01
"Unlike Sir Thomas, you seem not to know it.We synthesize happiness, but we think happiness is a thing to be found. ",0,0,0,0.42,0.01,0,0,0,0.34,0.51,0,0.95,0.35
Incredibly complex. ,0.18,0.06,0.05,0.41,0.08,0,0.94,0,0.34,0.27,0.54,0.6,0.27
